gene,MetS,SI
ARHGAP24,6.488258049,5.489505557
ARHGAP25,-0.678624563,-4.986829019
ARHGAP26,-4.803064668999999,2.280913455
ARHGAP27,5.279396967,-8.594308131
ARHGAP29,-3.507031273,-7.903668088
ARHGAP30,3.89688685,-1.079779279
ARHGAP31,6.402216967,-6.75318595
ARHGAP32,2.84892836,-5.48154407
ARHGAP33,10.02239391,-4.674283803
ARHGAP35,7.015530028,2.737348794
ARHGAP39,-1.8802418330000001,-6.634109327000001
ARHGAP4,7.2834989939999994,-0.19657156
ARHGAP42,-2.283946057,3.687167925
ARHGAP44,5.875061592000001,-11.40513525
ARHGAP5,-4.611318397,-2.5194321509999997
ARHGAP6,-6.397714162000001,-7.864370709
ARHGAP9,2.642773909,9.456884031
ARHGDIA,9.701571186,1.155594155
ARHGDIB,-0.7487218370000001,1.653631586
ARHGEF1,10.84108735,-4.349482568
ARHGEF10,-3.810347319,-3.189236008
ARHGEF10L,12.16638065,-2.562577418
ARHGEF11,5.417446472000001,-8.432836952
ARHGEF17,0.802264345,-4.537118783
ARHGEF18,3.870703818,-11.86080114
ARHGEF19,1.3824885359999999,2.85718602
ARHGEF2,4.38387256,-4.36955593
ARHGEF3,5.571151112999999,0.14524027
ARHGEF37,-0.22788362399999998,4.978709879
ARHGEF39,10.41556707,0.964167032
ARHGEF4,4.680925061,-9.057293371
ARHGEF40,-4.131160513999999,0.828691728
ARHGEF5,4.650833071,-8.820860137999999
ARHGEF6,5.642104897,-6.72501874
ARHGEF7,4.827854693,-10.25627869
ARHGEF9,4.765358448,-8.028516568999999
ARID1A,6.590896506,-6.938015036
ARID1B,2.014185457,-8.341667207
ARID2,3.199545032,-3.4461968589999996
ARID3A,8.779133526,-1.7872601330000002
ARID3B,3.540901282,-0.35614925399999997
ARID4A,-5.913624887,-4.706054909
ARID4B,-3.8298400860000004,-2.414945784
ARID5B,-3.490561558,-3.5600293589999996
ARIH1,0.144501118,-6.963510045
ARIH2,-2.7687973560000003,-8.270530843
ARL1,-6.260525876,-5.945541587
ARL10,-0.649888687,-11.3400556
ARL11,-7.79836018,-2.8076169610000004
ARL13B,-2.880345969,-3.1116443589999996
ARL14EP,-5.446462597999999,-3.8892693069999997
ARL15,-2.192812725,1.1130674040000001
ARL17A,0.491010558,-9.182997208
ARL2BP,0.969900068,-11.87601012
ARL3,2.349796654,-1.2974034429999999
ARL4A,0.327574095,-0.534672175
ARL4C,-0.024064232999999997,-5.7931743760000005
ARL4D,-5.376014433,-2.596789235
ARL5A,-3.364230852,-1.8006981569999998
ARL5B,-5.530776332,-4.530312031
ARL6,-4.837175265,-8.678452482
ARL6IP1,3.2093406239999998,-6.90812652
ARL6IP4,8.143972538,-1.149580861
ARL6IP5,2.770653984,-7.214079151
ARL6IP6,-1.321303842,-4.40878065
ARL8A,2.022133793,3.9197763589999997
ARL8B,-2.247892526,-10.94014533
ARMC1,-0.016910747,-9.395762601
ARMC10,-3.2397579160000003,-10.71746337
ARMC10P1,1.351254184,-2.429229924
ARMC12,6.4403220679999995,-7.268419972
ARMC2,0.065595296,2.904643577
ARMC5,6.624241116,-2.005618992
ARMC6,9.268541867,-2.406566716
ARMC7,7.857994528,-1.002581733
ARMC8,-1.044511659,-10.49896678
ARMC9,2.595287454,5.017302852
ARMCX1,-3.851414735,-7.726359008999999
ARMCX2,-1.439157241,-11.15689752
ARMCX3,-0.416278141,-8.92296183
ARMCX5,3.675125857,-6.899240367000001
ARMH3,9.751850776,-6.2310434610000005
ARMT1,-4.221484064,-1.9932152380000001
ARNT,-0.085503765,-4.288549424
ARNTL,1.726015251,-6.547396869
ARNTL2,4.876652163,7.594354025
ARPC1B,1.9752089659999998,9.181240814
ARPC2,0.673856039,6.253349365
ARPC3,-3.2694548739999996,5.332854602
ARPC5,-1.792182326,-9.4810032
ARPC5L,6.801174189,0.756226973
ARPP19,-4.983614203999999,-5.8003545370000005
ARR3,-3.49820522,-6.578888148
ARRB1,2.8539160619999997,-1.874151325
ARRB2,1.823378745,5.622760238
ARRDC2,4.845911601,-9.209832028
ARRDC3,-6.262782961,-3.665281859
ARRDC4,4.61788921,7.254634619
ARSA,10.78447438,4.895166864
ARSB,6.051829636,-5.2269214889999995
ARSD,10.28776823,6.761547333999999
ARSG,-1.7588160169999998,-3.972660714
ARSK,-1.894157691,-11.60057501
ARV1,-6.3545588639999995,-6.436802419
ARVCF,-0.789060477,5.998641033999999
ASAH1,-1.0956749609999998,-6.653733525
ASAP1,1.5843283069999998,-8.826273224
ASAP2,4.759365761000001,-7.6987636639999995
ASAP3,9.877366186,-6.3409191620000005
ASB1,2.1653865619999997,-5.7013284529999995
ASB16,5.711970776,-5.6331052129999994
ASB2,3.4969583460000004,-0.186905823
ASB3,-4.133371347,-5.381853167
ASB6,9.210032614,-10.31582906
ASB7,-1.2731591290000002,-8.78543618
ASB8,6.59074346,-11.57691366
ASB9,7.296560424,-8.711588795
ASCC1,-0.243599869,-10.48752765
ASCC2,5.3166336130000005,3.9747140389999998
ASCC3,4.073826861000001,-3.160619423
ASCL2,7.870134155,8.11937019
ASF1A,-2.335504907,-5.23083262
ASF1B,-1.168677273,-5.970127892000001
ASGR1,4.756959366999999,8.358731861
ASGR2,3.80714411,7.277908523
ASH1L,0.23420547600000002,-5.662525972999999
ASH2L,10.14577733,-0.27398030100000004
ASIC1,2.355153484,-9.152221835
ASL,8.901999611,4.63713433
ASMTL,6.483155826,-5.30347015
ASNS,6.275617665,-8.182236106
ASNSD1,-2.534946979,-9.398287049
ASPHD2,7.408721275,-0.680093177
ASPM,1.509082405,4.41460252
ASPSCR1,9.502019661,-3.382337699
ASRGL1,-3.6370599919999997,-2.7422042039999996
ASTE1,0.8361967570000001,-9.085192300000001
ASTL,-0.8700643859999999,2.614697142
ASTN2,10.76037038,-6.09582669
ASXL1,3.662272573,-10.24866637
ASXL2,2.4258909490000002,0.42710881799999995
ATAD1,-1.417356566,-5.059815193
ATAD2,0.5752798920000001,-0.088816645
ATAD2B,-1.9617463430000002,-6.298470339
ATAD3B,4.655178244,-7.469369105
ATAD5,3.4754354139999997,-3.098576125
ATAT1,5.120823296,-6.970500394
ATE1,-1.7632808290000002,-7.0924409310000005
ATF1,3.83867408,-8.975024882
ATF2,-5.124275015,-2.274346785
ATF3,1.270452454,3.034007373
ATF4,-1.5026457119999999,-4.474563932
ATF5,3.221698996,7.9143489670000005
ATF6,-0.13969752400000002,5.790133231
ATF7,10.92379596,-3.4913411169999997
ATF7IP,0.320532866,0.653958913
ATF7IP2,3.253511362,-10.12961386
ATG10,5.38683468,-1.126198435
ATG101,9.437962573,-8.601722361
ATG12,-0.805280641,-9.07438426
ATG13,9.26529387,-6.704562265
ATG14,-0.19218986,-8.746734922
ATG16L1,0.9732990159999999,-11.55474844
ATG16L2,5.72239842,-6.177466637999999
ATG2A,4.718846741,3.1743904869999997
ATG2B,2.0333750790000003,-8.861972053999999
ATG3,0.10923623,-2.025243582
ATG4A,-0.686295853,-5.836160228
ATG4B,7.778113461,-7.15353844
ATG4C,-2.831726142,-11.17777506
ATG4D,9.579495043,-4.493405416
ATG5,-4.326082937,-6.238658046
ATG9B,3.9977076780000003,-11.15841392
ATIC,10.25947449,-1.802203908
ATL2,-0.840834374,-8.79071197
ATL3,-2.738982216,0.28553618
ATM,-1.5883775759999998,-8.056774669
ATMIN,-0.629372161,-8.810605478
ATN1,6.775549992,-5.373664876
ATOH8,3.1871591660000003,-11.68585523
ATOX1,-4.407263284,6.655749263
ATP10D,-6.980802419,-8.215444951
ATP11A,2.413907186,-6.349465089
ATP11B,-2.564243093,-3.4144036939999998
ATP11C,1.1024962870000001,-6.080498225
ATP13A1,6.047551256,-0.130679894
ATP13A2,9.708421168,-2.645659254
ATP13A3,1.159212272,-6.092524997000001
ATP13A4,6.384311395,1.422563071
ATP1A1,5.409378112000001,-6.537802731
ATP1A3,0.806043724,8.088293307
ATP1B1,5.158517504,-4.153909297
ATP1B3,5.8345959270000005,5.58800674
ATP23,-3.475788982,7.139244977000001
ATP2A2,6.9777976520000005,-4.2437116989999994
ATP2A3,3.1037033289999996,1.3637354080000001
ATP2B1,-2.080554798,-5.447396301
ATP2B4,2.87961919,5.367441471
ATP2C1,0.8592096779999999,-9.454913238
ATP2C2,5.414776741,-3.5037350760000003
ATP5F1A,6.035006495,2.442283255
ATP5F1B,5.225247485,2.468146096
ATP5F1C,5.812637059,3.157517627
ATP5F1D,8.450425599999999,0.06885319999999999
ATP5F1E,2.648386716,7.614805174
ATP5F1EP2,-0.236105978,6.300942985
ATP5IF1,1.8081876730000002,-6.9883359270000005
ATP5MC1,1.045489117,3.613959525
ATP5MC2,-0.388519491,5.180747026000001
ATP5MC3,2.754874683,2.104692744
ATP5MD,1.339854574,1.386150396
ATP5ME,8.808768342,-0.130487761
ATP5MG,0.975497315,2.911272793
ATP5MPL,5.23310209,0.118395192
ATP5PB,2.165656447,-4.393034012
ATP5PD,3.452829262,5.237681311
ATP5PF,-0.004269765,8.757600011000001
ATP6AP1,6.7102829260000005,3.215586876
ATP6AP2,3.174127716,-10.04428017
ATP6V0A1,-2.061477282,-5.474842261
ATP6V0A2,-1.700043016,-10.31863224
ATP6V0B,-2.102598676,5.221951028
ATP6V0C,2.80433038,-10.53125199
ATP6V0D1,6.136511694,6.840545203
ATP6V0E1,-3.035333385,6.820401728999999
ATP6V0E2,3.927267338,-11.69754435
ATP6V1A,-1.10695633,-6.882305454
ATP6V1B2,0.14627225,-8.343070788
ATP6V1C1,0.367542718,-7.0193091889999994
ATP6V1C2,1.9649965409999999,-1.108819295
ATP6V1D,6.250920871,-7.013985435
ATP6V1E1,-0.20197625600000002,-5.246847861
ATP6V1F,5.069045471,8.513653287
ATP6V1G1,-3.926682162,-5.799189845
ATP6V1H,11.39637492,-4.055347478
ATP7A,-2.1145794159999998,-7.137680254
ATP7B,10.87528933,-2.638623322
ATP8A1,-4.350749751,-6.212592621000001
ATP8A2,-5.669674289,-7.799361665
ATP8B1,0.6995870679999999,-0.046439617
ATP8B2,6.015104263,-10.42667243
ATP8B3,1.4768189280000001,-5.361381439
ATP8B4,2.662173655,2.8198857889999998
ATP9A,-2.918560755,7.842477379
ATP9B,8.361671848,-8.059688546
ATPAF1,5.6255101,-8.79983309
ATPAF2,1.592291144,-6.497110597000001
ATPSCKMT,-3.457479848,-7.5412374479999995
ATR,-2.009623824,-1.787429004
ATRAID,2.4305602840000002,4.969228219
ATRIP,4.161366791,-2.9171103360000004
ATRN,9.137984285,-5.422960128
ATRX,-5.383380859,-2.392702988
ATXN1,-2.5140011369999997,7.027212324
ATXN10,6.50962072,-10.70469311
ATXN2L,7.464630712999999,-9.112217032
ATXN3,-2.608912194,-7.64055713
ATXN7,-2.163050662,-6.247717862000001
ATXN7L1,1.359488805,-8.837034575
ATXN7L2,7.339653706,-5.416863536
ATXN7L3,5.429026151,-11.54464332
AUH,-4.706552082,-5.742505426
AUNIP,9.617357565,6.808468304
AUP1,4.725402782,2.618641288
AURKA,6.917602191,1.4759942769999999
AURKAIP1,4.067323753999999,8.227038646
AURKB,3.792958993,2.296231688
AURKC,6.147532963,-5.112669072
AUTS2,0.8278184820000001,-6.396610025
AVEN,0.9767547809999999,2.837353225
AVIL,-1.165297382,-10.86778822
AVL9,0.175867365,-6.870567902
AVPI1,3.2477657489999996,-6.233019368
AVPR2,10.32028473,-6.2766695189999995
AXIN1,11.27229262,-1.322496483
AXIN2,7.908047804,-5.680889476
AXL,-5.061865001,-7.571924195
AZI2,1.02578776,-6.6922820220000006
AZIN1,-2.0955898090000002,-3.4003415660000003
AZIN2,4.410117368,-11.22279727
AZU1,9.918912782,-7.5058111929999995
B2M,-2.58004407,-2.492332809
B3GALNT1,-0.665946924,-2.185427261
B3GALNT2,2.718207568,-5.175086267
B3GALT2,5.89628519,-4.15186701
B3GALT6,10.34224502,-6.91187052
B3GAT1,7.983008394,6.722760256
B3GAT2,-5.686085063999999,-5.176881097
B3GAT3,5.05557914,1.866224651
B3GLCT,0.688315405,-8.342243224
B3GNT2,-2.462326755,-5.52796311
B3GNT4,7.624379685,-2.620678283
B3GNT5,-1.045256491,-5.492384035
B3GNT7,-0.158670318,3.03871043
B3GNT8,3.394440871,-3.804219544
B3GNTL1,6.636920292,-3.4898819210000003
B4GALNT3,-5.7064515039999995,-6.812889537999999
B4GALNT4,6.965890302999999,6.102051294
B4GALT1,1.081297375,-10.45305428
B4GALT2,12.37084046,2.75768212
B4GALT3,6.169174681,-8.906462484
B4GALT4,4.81708189,-4.970409682
B4GALT5,3.54024825,7.9003411429999995
B4GALT6,-1.0823646390000001,-5.068947462
B4GALT7,-2.150635178,-7.082940002999999
B4GAT1,9.671891439,-6.871079805
B9D1,6.740986392999999,1.915525514
B9D2,0.18468545100000003,8.443301274
BAALC,-3.517036773,-3.650726597
BABAM1,-0.132402313,9.99502013
BABAM2,2.820758213,7.5554571820000005
BACE1,2.755057125,-10.53923837
BACE2,-3.639577123,2.9299091760000002
BACH1,-4.545575661,-4.563382194
BACH2,-6.006848112,-9.059894616000001
BAD,9.535355967000001,-2.796578205
BAG1,-0.6156229670000001,9.257637036
BAG2,-8.43059929,-0.656673054
BAG3,5.589340826,-11.22105591
BAG4,-3.143330961,-5.865265292
BAG5,-4.832447882,-1.912213859
BAHD1,6.830088521,-9.783432066
BAIAP2,10.42713134,-4.2453195489999995
BAIAP2L1,5.8424780610000004,-9.181048824
BAIAP2L2,-4.397326213,-1.6553104490000001
BAIAP3,2.699136415,-4.552551785
BAK1,6.769048367999999,-4.9756464739999995
BAK1P1,-2.636066483,3.816494132
BAMBI,2.767288391,4.956311824
BANF1,-2.85142646,4.9394668280000005
BANK1,-4.732211103,-5.669832617000001
BANP,4.182192729,-8.451744952
BAP1,6.942402635,-3.462394495
BARD1,4.9345351189999995,1.203271492
BASP1,1.529107191,9.335494464
BATF,2.7404541989999998,9.876685733
BATF2,-0.105369685,1.568010163
BATF3,3.836420982,4.0968337560000005
BAX,2.081357926,9.532756323
BAZ1B,2.834069075,-0.335120262
BAZ2A,3.502132449,-7.147568802
BAZ2B,-3.769760612,-4.076441986
BBC3,2.1245924069999997,-2.8794447130000003
BBOF1,-2.134808988,8.293556139
BBS1,1.045098442,-4.750428062
BBS10,-0.370439622,-5.131399657
BBS12,-3.31435359,-7.224540387999999
BBS2,-0.385513606,-8.452905487999999
BBS4,-2.680655116,-8.85765115
BBS5,7.170187919,-9.442880107999999
BBS7,-2.7521619910000004,4.2220602860000005
BBS9,2.0855435559999997,-3.951050082
BBX,-2.539317627,-4.93687183
BCAM,2.9801540089999996,10.34917689
BCAP29,-5.424039349,-3.661258755
BCAP31,-1.150949973,7.157802919
BCAR3,2.189732946,-11.24932141
BCAS1,3.7901011889999996,-7.1733042529999995
BCAS2,-1.038995956,-8.850558762
BCAS3,4.046626395,-9.577153771
BCAS4,-1.564905983,-8.110572187
BCAT1,1.365313541,9.033042171
BCAT2,11.93344926,-5.625075275
BCCIP,1.052696718,-9.071053528
BCDIN3D,-5.012974922,-0.256913756
BCKDHB,4.477890557,-5.528292819
BCKDK,6.487176149,5.794459685
BCL10,-0.758327084,-10.22319888
BCL11A,-6.3613329389999995,-8.214851457
BCL11B,3.527817456,-10.35611285
BCL2,-0.30415747600000004,-4.447905478
BCL2A1,2.91421512,2.932329652
BCL2L1,2.45240134,7.3995848639999995
BCL2L11,-4.14190011,2.070248259
BCL2L12,9.406276153,-0.996807172
BCL2L13,3.312149059,-5.609478895
BCL2L15,8.058465342,-10.50840597
BCL2L2,-1.8148692080000002,-7.375080061
BCL3,3.5083142,2.693113513
BCL6,1.032708894,5.11900989
BCL7A,-4.578090943,-9.491539245
BCL7B,0.999304168,1.6927376630000002
BCL7C,2.7673759039999997,7.9779150979999995
BCL9,7.703417317,-9.911877409
BCL9L,7.9993668620000005,-5.004230889
BCLAF1,-2.1854268169999997,-8.175052187
BCLAF3,-0.564052181,-6.443810437000001
BCOR,3.710923478,0.333566855
BCORL1,8.892912866,6.618442641000001
BCR,7.352503972,1.7358903959999998
BCS1L,4.511873023,-8.614233545
BDH1,6.149552491000001,-10.54645857
BDH2,1.254153135,-10.13497084
BDP1,-4.406845497,-1.7090817180000002
BEAN1,8.284907202000001,-9.340340911
BECN1,3.931829731,-11.3894866
BEGAIN,11.78322052,-3.7743069389999997
BEND2,-7.481090906,2.926843925
BEND3,-1.338937018,-5.651361786
BEND4,0.7388262859999999,-7.6758792829999996
BEND5,-6.529545929,-5.340807421
BEND7,-0.680319923,5.254939997
BEST1,6.82062546,-8.606940971
BEST4,1.703713691,-11.73668064
BET1,-4.558004011,-4.765565066000001
BET1L,7.807700869,-8.618122776
BEX2,5.649021972000001,-7.781199496
BEX3,-8.514214007,-3.098235002
BEX4,0.051050302,-11.77052324
BEX5,-6.46428019,-0.23193751
BFAR,8.407404152,-9.396980614
BFSP1,4.267101025,7.356090139
BHLHE40,-2.3587920380000003,-2.334322305
BHLHE41,-3.883799829,-6.752689606000001
BICD1,2.2836889190000003,-10.19293236
BICD2,-2.366181995,-1.270902156
BICDL1,6.684380152999999,-9.191191579
BICDL2,7.9991099629999995,-10.0230238
BICRA,8.669824105,-9.098274018
BICRAL,0.143828567,-6.051074119
BID,-7.055459093,3.473051822
BIK,1.8234994119999999,10.09412246
BIN1,11.90529895,-4.847775213999999
BIN2,1.490673935,1.376805176
BIN3,-1.802509401,6.001751831
BIRC2,-3.0085454339999997,-6.452678215
BIRC3,-7.828234265,-6.647179101
BIRC5,4.225139842,3.8842515580000003
BIRC6,-0.716838799,-3.914379602
BIVM,-3.535783448,2.396805113
BLCAP,1.33939491,-12.36233319
BLK,1.6598039480000002,-9.073286879
BLMH,7.877333598,-4.68277373
BLNK,-5.638020917,-8.528618587
BLOC1S1,0.09421045300000001,8.330725447999999
BLOC1S2,0.465815926,-3.033303149
BLOC1S3,7.956331951,-6.848558483
BLOC1S4,6.211427545,-11.15427592
BLOC1S5,-2.298305906,-11.56007623
BLOC1S6,-4.3188872169999994,-7.23457205
BLVRA,0.166679625,6.959724183
BLVRB,4.026771285,9.034528372
BLZF1,-2.146992236,-6.770669932000001
BMERB1,4.88623299,-1.731210981
BMF,3.341578058,-11.67406579
BMI1,-3.224172087,-8.900575404
BMP1,8.613050066,1.207023982
BMP2K,1.6377683619999999,3.378868559
BMP6,-4.625682708,3.6426447860000004
BMP8A,10.12160638,2.379495557
BMP8B,-1.530796819,1.6159919269999998
BMPR1A,8.116498015,-3.188952745
BMS1,-0.34486614,-7.033733682
BMT2,-5.967031831,-2.7687492110000003
BMX,4.522833332,4.990406739
BNC2,-2.9210958,-1.090447641
BNIP1,1.282549439,1.2787301309999999
BNIP2,-2.505897723,-3.2736344219999998
BNIP3,-2.021728001,-9.684988448
BNIP3L,-0.063744668,-2.230634131
BNIPL,-6.364161308,5.912219678
BOD1,0.6634689970000001,-10.07478631
BOD1L1,-2.336738258,-3.2413227730000003
BOK,-0.933122535,-0.533801552
BOLA1,-0.160958841,-9.367774093
BOLA3,6.690630326,-1.141356576
BORA,7.788590816,-3.5052615910000005
BORCS5,-0.431981915,-5.855508135
BORCS7,1.071548477,-3.7686703660000003
BPGM,1.3689085140000001,4.736697933
BPHL,7.731003143,-10.33972613
BPI,10.60257924,-6.4296140920000004
BPIFB9P,-4.5224903219999995,-7.4915372520000005
BPNT1,-2.424710565,-4.835778686
BPTF,3.73793734,0.579221691
BRAF,-4.97755248,-6.456089652999999
BRAP,-1.541750655,-8.525383419
BRAT1,8.413319776,-6.058949281
BRCA1,-3.2990639230000003,0.558418517
BRCA2,-8.868229385,0.48946575700000006
BRCC3,0.701724338,-6.807190175
BRD1,3.474934655,-11.22851087
BRD3,8.118098809,-6.792412517000001
BRD4,6.434174579,2.629846539
BRD7,-4.936003026,-6.457071001
BRD7P2,3.656891292,-6.079747217
BRD8,-0.264489191,-9.510046657
BRD9,6.000536727999999,-9.803541743
BRF1,10.00184758,-3.2468130580000003
BRF2,0.426723897,-12.05558509
BRI3,-4.071230401,5.5315610070000005
BRI3BP,0.944040621,-9.885859547999999
BRICD5,1.5001088740000001,0.012635621999999999
BRIP1,-5.363490709,5.541691547
BRIX1,2.059358263,-6.487738318
BRMS1,-0.512687702,9.036536904
BRMS1L,-2.6994777410000004,-8.775533029
BROX,-4.266519027,-6.572259225
BRPF1,9.504247052,-4.67390166
BRPF3,4.498638387,-6.214704942999999
BRSK1,-5.034751132,-4.487848475
BRSK2,7.220891762000001,-9.911652287999999
BRWD1,-1.990651112,-5.839423557000001
BRWD3,-6.379171685,-3.057392109
BSCL2,8.47132757,-7.745197515
BSDC1,0.537477646,-11.67402266
BSG,6.788602582,7.838235999
BSN,6.942625165,-10.46478071
BSPRY,5.0660346380000005,4.217018769
BST1,4.556370998999999,5.481431428
BST2,-3.4322280160000003,7.145891627999999
BTAF1,-3.51039868,-6.588681161
BTBD1,-1.611019565,-5.3642440680000005
BTBD10,-0.05572479599999999,-4.3047593630000005
BTBD11,-3.55872848,-8.647182907000001
BTBD2,8.859348247,-6.452618032999999
BTBD3,-1.237966699,-8.772574955
BTBD6,5.074562775,-6.250622057999999
BTBD7,-2.076831871,-6.01368538
BTBD9,4.84523821,-9.119145032999999
BTD,6.890602651,-1.2778288279999999
BTF3,5.917382418,-8.342858987
BTF3L4,-3.871962204,-2.832695802
BTG1,-0.39567005899999996,-11.99292411
BTG2,-4.905154811,-10.48500808
BTG3,-3.217740317,-1.835289426
BTK,-4.92343594,-6.10676997
BTLA,-6.69660521,-7.777514547999999
BTN2A1,-3.158674247,-11.03876073
BTN2A2,-4.326891767,-10.90286623
BTN2A3P,-0.800172625,-2.9980486180000003
BTN3A1,1.254488124,-9.105078798
BTN3A2,6.906284402000001,-8.551931414
BTN3A3,3.9040266889999997,3.4623507460000003
BTNL8,1.5440731890000001,-0.37270919700000005
BTNL9,-0.570644853,-11.08738502
BTRC,-0.543847462,-12.39676026
BUB1,2.5735835469999997,3.169467318
BUB1B,8.620257217999999,2.827115862
BUB3,0.946356882,-7.793959983
BUD13,7.246044167000001,-0.08144235799999999
BUD23,3.708794605,-5.327042936000001
BUD31,-3.268912629,8.858334313
BX322650.1,-3.300487897,1.6815762619999999
BYSL,1.205879923,1.8388451869999998
BZW1,-1.03981692,-6.63352149
BZW2,2.9570571869999998,-6.297331982999999
C10orf25,-5.798753894,-2.142369375
C10orf88,-1.52483433,-5.818815617
C11orf1,1.728102663,-9.975627669
C11orf21,6.797985747,-2.456825982
C11orf24,5.704480922999999,-7.441970014
C11orf45,8.523720286,-0.11648721599999999
C11orf49,3.9706195839999996,-8.170986799
C11orf54,-1.0346184090000001,-8.28490373
C11orf58,-0.215121757,-9.219348502
C11orf65,-1.693916605,-7.078279507
C11orf68,3.137227929,2.722537155
C11orf80,-2.108913352,-4.270048012
C11orf95,4.34941281,-10.85955949
C12orf10,2.295706796,7.167835021
C12orf29,-2.231833365,-2.628357791
C12orf4,2.108301105,-6.27295431
C12orf42,4.466390743,-5.687264586
C12orf43,-2.067218598,-10.57582462
C12orf45,-4.15929253,4.0999441480000005
C12orf49,-3.8518688689999996,4.318255046
C12orf57,1.476009691,-0.7887308470000001
C12orf60,-5.672170164,-7.705041284
C12orf65,2.932169431,-11.21787398
C12orf66,-0.309137826,-11.22478221
C12orf76,-3.1522987689999997,-10.46357883
C14orf119,2.7124124010000004,-9.897988374
C14orf28,-3.01062677,-8.078803616
C14orf93,5.212832802,-7.788640533
